,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
176,2377  ,微星            ,"498,000","636,000","-138,000"
177,9802  ,鈺齊-KY         ,"125,000","257,000","-132,000"
178,3653  ,健策            ,"223,000","353,000","-130,000"
179,2915  ,潤泰全          ,0,"129,000","-129,000"
180,2015  ,豐興            ,0,"116,000","-116,000"
181,2006  ,東和鋼鐵        ,"1,000","112,100","-111,100"
182,4958  ,臻鼎-KY         ,"11,000","120,000","-109,000"
183,8016  ,矽創            ,0,"91,500","-91,500"
184,9914  ,美利達          ,0,"88,000","-88,000"
185,8081  ,致新            ,0,"87,406","-87,406"
186,3017  ,奇鋐            ,"645,000","730,094","-85,094"
187,2474  ,可成            ,"29,000","112,110","-83,110"
188,6191  ,精成科          ,0,"79,000","-79,000"
189,6176  ,瑞儀            ,"139,000","216,211","-77,211"
190,2409  ,友達            ,0,"69,976","-69,976"
191,1773  ,勝一            ,0,"67,000","-67,000"
192,6412  ,群電            ,0,"50,000","-50,000"
193,2208  ,台船            ,0,"48,000","-48,000"
194,3045  ,台灣大          ,"661,000","709,000","-48,000"
195,5269  ,祥碩            ,"20,000","64,000","-44,000"
196,3033  ,威健            ,0,"34,830","-34,830"
197,6414  ,樺漢            ,"1,000","31,000","-30,000"
198,6706  ,惠特            ,0,"29,790","-29,790"
199,8046  ,南電            ,"20,000","49,351","-29,351"
200,4915  ,致伸            ,"278,000","306,428","-28,428"
201,4961  ,天鈺            ,0,"27,439","-27,439"
202,3044  ,健鼎            ,"164,000","191,000","-27,000"
203,3014  ,聯陽            ,0,"26,786","-26,786"
204,2634  ,漢翔            ,0,"23,000","-23,000"
205,8150  ,南茂            ,0,"22,777","-22,777"
206,2451  ,創見            ,0,"22,737","-22,737"
207,2352  ,佳世達          ,"1,000","20,138","-19,138"
208,8163  ,達方            ,0,"18,390","-18,390"
209,3413  ,京鼎            ,"1,000","19,000","-18,000"
210,3209  ,全科            ,0,"16,339","-16,339"
211,2548  ,華固            ,0,"16,000","-16,000"
212,3533  ,嘉澤            ,"1,000","17,000","-16,000"
213,4770  ,上品            ,0,"15,000","-15,000"
214,5471  ,松翰            ,0,"13,862","-13,862"
215,8070  ,長華*           ,0,"11,453","-11,453"
216,1308  ,亞聚            ,0,"9,551","-9,551"
217,3703  ,欣陸            ,0,"9,507","-9,507"
218,1712  ,興農            ,0,"9,457","-9,457"
219,2387  ,精元            ,0,"9,090","-9,090"
220,2420  ,新巨            ,0,"9,045","-9,045"
221,2645  ,長榮航太        ,0,"9,000","-9,000"
222,3036  ,文曄            ,0,"9,000","-9,000"
223,3545  ,敦泰            ,0,"8,418","-8,418"
224,3090  ,日電貿          ,0,"8,234","-8,234"
225,6415  ,矽力*-KY        ,"4,000","12,000","-8,000"
226,2014  ,中鴻            ,0,"7,859","-7,859"
227,3037  ,欣興            ,"23,000","30,000","-7,000"
228,8261  ,富鼎            ,0,"6,167","-6,167"
229,2206  ,三陽工業        ,0,"6,000","-6,000"
230,2204  ,中華            ,"1,000","6,833","-5,833"
231,8215  ,明基材          ,0,"5,067","-5,067"
232,3023  ,信邦            ,0,"5,000","-5,000"
233,3015  ,全漢            ,0,"4,696","-4,696"
234,6790  ,永豐實          ,0,"4,412","-4,412"
235,9924  ,福興            ,0,"4,318","-4,318"
236,6024  ,群益期          ,0,"3,730","-3,730"
237,2520  ,冠德            ,0,"3,470","-3,470"
238,1532  ,勤美            ,0,"3,000","-3,000"
239,6271  ,同欣電          ,"17,000","20,000","-3,000"
240,6442  ,光聖            ,"183,000","186,000","-3,000"
241,6753  ,龍德造船        ,0,"3,000","-3,000"
242,8454  ,富邦媒          ,0,"3,000","-3,000"
243,8271  ,宇瞻            ,0,"2,205","-2,205"
244,2615  ,萬海            ,0,"2,000","-2,000"
245,5222  ,全訊            ,0,"2,000","-2,000"
246,5284  ,jpp-KY          ,0,"2,000","-2,000"
247,8131  ,福懋科          ,0,"2,000","-2,000"
248,9940  ,信義            ,0,"1,825","-1,825"
249,3038  ,全台            ,0,"1,223","-1,223"
250,1535  ,中宇            ,0,"1,120","-1,120"
251,2388  ,威盛            ,0,"1,000","-1,000"
252,4763  ,材料-KY         ,"2,000","3,000","-1,000"
253,6531  ,愛普*           ,0,"1,000","-1,000"
254,8422  ,可寧衛          ,0,658,-658
